datetime,portfolio_value,cash,cash_deposits_total,cash_withdrawals_total,cash_adjustments_net_total,cash_financing_enabled,cash_financing_account_mode,cash_financing_credit_total,cash_financing_debit_total,cash_financing_net_total,cash_financing_days_accrued,cash_financing_events,cash_financing_last_credit_rate_used,cash_financing_last_debit_rate_used,positions,cash_deposits_period,cash_withdrawals_period,cash_adjustments_net_period,cash_financing_credit_period,cash_financing_debit_period,cash_financing_net_period,return,cash_adjusted_portfolio_value
2024-01-19 08:30:00-05:00,100192.40063476562,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0022784081755158315,100192.40063476562
2024-01-19 09:30:00-05:00,100192.40063476562,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100192.40063476562
2024-01-19 09:30:00-05:00,100192.40063476562,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100192.40063476562
2024-01-19 16:00:00-05:00,100192.40063476562,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100192.40063476562
2024-01-22 08:30:00-05:00,100570.958984375,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0037783139959820422,100570.95898437499
2024-01-22 09:30:00-05:00,100570.958984375,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100570.95898437499
2024-01-22 09:30:00-05:00,100570.958984375,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100570.95898437499
2024-01-22 16:00:00-05:00,100570.958984375,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100570.95898437499
2024-01-23 08:30:00-05:00,101232.40063476562,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.006576865300582334,101232.40063476562
2024-01-23 09:30:00-05:00,101232.40063476562,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,101232.40063476562
2024-01-23 09:30:00-05:00,101232.40063476562,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,101232.40063476562
2024-01-23 16:00:00-05:00,101232.40063476562,50895.359619140625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 104.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,101232.40063476562
